Stname  observed          L95PPU          U95PPU        Best_Sim
FLOW_OUT_11     27.030001       9.052813        42.642651       10.030000      
FLOW_OUT_11     41.118000       62.168743       124.691322      20.750000      
FLOW_OUT_11     37.300999       55.275116       79.230751       30.010000      
FLOW_OUT_11     36.291000       22.698393       50.191330       33.700001      
FLOW_OUT_11     36.757000       32.151669       41.937992       31.840000      
FLOW_OUT_11     43.547001       9.291817        30.063662       31.360001      
FLOW_OUT_11     43.250000       17.291250       28.443338       30.209999      
FLOW_OUT_11     30.500999       1.012504        13.758300       26.540001      
FLOW_OUT_11     26.181999       0.259989        7.022140        22.870001      
FLOW_OUT_11     23.787001       0.167601        2.580675        19.650000      
FLOW_OUT_11     22.958000       0.105449        1.768366        16.930000      
FLOW_OUT_11     34.928001       3.584906        10.708909       14.990000      
FLOW_OUT_11     39.754002       13.355715       24.556940       15.320000      
FLOW_OUT_11     40.980000       30.661999       55.277645       19.010000      
FLOW_OUT_11     39.073002       17.731249       30.117006       19.209999      
FLOW_OUT_11     30.885000       14.045000       28.672995       20.580000      
FLOW_OUT_11     45.794998       24.773333       40.665504       20.750000      
FLOW_OUT_11     33.939999       0.507887        16.583405       19.500000      
FLOW_OUT_11     26.995001       0.160887        8.468999        16.799999      
FLOW_OUT_11     25.511000       0.062795        4.365688        14.450000      
FLOW_OUT_11     23.162001       0.026065        2.494048        12.430000      
FLOW_OUT_11     22.565001       0.013737        1.066000        10.660000      
FLOW_OUT_11     21.368999       0.011693        0.456011        9.167000       
FLOW_OUT_11     27.766001       1.350075        6.054637        8.022000       
FLOW_OUT_11     38.243999       16.289450       47.376408       10.100000      
FLOW_OUT_11     43.542999       17.920084       28.683073       13.190000      
